State,Year,Cancer_Type,Age_Group,Gender,Population,People_Screened,Smoking_Percent,Pollution_Index,New_Cases,Deaths,Recovered,Incidence_per_100k,Mortality_per_100k,Avg_Treatment_Cost_INR,Available_Hospital_Beds
Delhi,2025,Liver,60-74,Female,1443925,65385,23.47,197.6,22,13,14,1.524,0.9,325349,2841
Chhattisgarh,2012,Liver,75+,Male,2817387,76532,24.51,33.3,48,20,15,1.704,0.71,234333,1955
Jharkhand,2021,Lung,60-74,Female,3906684,,6.76,148.2,79,50,52,2.022,1.28,437396,
Tamil Nadu,2012,Prostate,0-14,Female,2647916,71535,10.2,79.3,52,25,35,1.964,0.944,28299,1654
Delhi,2010,Breast,45-59,Male,6365392,41596,34.83,68,90,34,50,1.414,0.534,334065,4521
Tamil Nadu,2017,Liver,30-44,Female,2472273,102662,22.76,149.7,45,24,16,,0.971,301596,515
Punjab,2021,Liver,15-29,Male,976217,19526,,187.3,18,,9,1.844,,112696,2859
Gujarat,2023,Colorectal,45-59,Female,7176155,,,133.1,116,54,36,1.616,0.752,87569,2643
Madhya Pradesh,2021,Leukemia,0-14,Male,3099297,67934,29.31,218.4,45,26,27,1.452,0.839,,3583
Himachal Pradesh,2016,Lung,15-29,Male,4139794,57996,5.5,162.8,68,21,,1.643,0.507,117258,530
Jharkhand,2013,Liver,75+,Female,4437201,33657,41.75,215.7,80,33,41,1.803,,319579,2642
Madhya Pradesh,2016,Ovarian,60-74,Female,1469467,141656,,,26,9,11,1.769,0.612,143828,1059
Madhya Pradesh,2010,Oral,45-59,Female,5004200,167832,12.76,94.1,81,33,42,1.619,0.659,135544,4349
Karnataka,2020,Ovarian,60-74,Male,6941203,128934,33.77,37.9,128,32,63,1.844,,292652,3253
Andhra Pradesh,2023,Leukemia,45-59,Female,979568,90134,22.46,71,10,6,6,1.021,0.613,461427,1245
Odisha,2021,Ovarian,75+,Female,7488245,188703,36.94,65.3,103,36,41,1.375,0.481,468984,
Assam,2011,Leukemia,0-14,Male,3769440,14732,37.39,,58,23,32,1.539,0.61,465834,2903
Gujarat,2017,Cervical,45-59,Female,837741,75105,43.37,,12,7,7,,0.836,65425,1064
Haryana,2017,Liver,60-74,Male,7899870,112930,9.95,267.1,139,78,56,1.76,0.987,203389,4337
Uttar Pradesh,2014,Lung,75+,Male,3233306,191199,14.07,207,56,22,33,1.732,0.68,92670,3915
Odisha,2010,Stomach,0-14,Female,3854469,23263,16.56,120.1,53,24,21,1.375,0.623,,3136
Maharashtra,2012,Colorectal,0-14,Female,1042091,37836,26.04,190.1,18,4,,1.727,0.384,69803,260
Kerala,2019,Oral,30-44,Female,4755398,193592,6.94,108.6,84,18,46,1.766,0.379,389377,2519
Tamil Nadu,2023,Cervical,30-44,Male,4875650,,,288.8,69,35,44,1.415,0.718,473558,3121
Delhi,2018,Leukemia,75+,Female,3393650,7888,23.43,199.8,63,17,32,1.856,0.501,340810,2840
Delhi,2015,Lung,45-59,Female,1347124,,8.73,286.5,28,13,10,2.079,0.965,378910,944
Assam,2022,Lung,60-74,Male,967428,43038,32.07,94.2,19,5,11,1.964,0.517,173416,3318
Gujarat,2023,Colorectal,15-29,Male,738053,144003,22.38,78.6,11,5,3,1.49,0.677,96987,258
Kerala,2010,Lung,75+,Male,2678645,133425,16.92,,39,21,17,1.456,0.784,479846,4714
Karnataka,2025,Ovarian,30-44,Male,4267812,168833,29.73,,60,17,18,1.406,0.398,,1578
Himachal Pradesh,2022,Colorectal,45-59,Male,1508755,87226,8.91,68,22,9,9,1.458,0.597,186000,513
Kerala,2019,Breast,75+,Male,7779895,32042,,120.9,129,,49,1.658,0.347,408719,
Bihar,2023,Oral,15-29,Male,725708,55278,22.72,177.7,10,5,4,1.378,0.689,239012,1560
Odisha,2014,Stomach,60-74,Male,509121,45539,27.08,114.3,16,9,,3.143,1.768,,1322
Madhya Pradesh,2021,Ovarian,75+,Female,1139933,,15.58,91.3,23,12,10,2.018,1.053,284087,4727
Kerala,2012,Prostate,0-14,Female,7796449,138921,37.99,,146,34,45,1.873,0.436,184968,
Chhattisgarh,2018,Lung,15-29,Female,6816932,108594,5.29,209.6,107,59,50,1.57,0.865,89874,646
Punjab,2021,Stomach,30-44,Female,6316284,,6.39,174.4,104,52,64,1.647,0.823,116649,3633
Andhra Pradesh,2015,Prostate,60-74,Male,6275290,44670,30.36,127.9,99,32,49,,0.51,71270,4926
Jharkhand,2019,Liver,30-44,Male,6399459,30686,32.82,199,118,72,39,1.844,1.125,355083,3744
Jharkhand,2020,Colorectal,0-14,Male,4439844,51903,32.63,114.2,73,41,,1.644,0.923,153222,4849
Tamil Nadu,2016,Prostate,45-59,Male,1241912,155130,17.7,183.1,18,8,10,1.449,,,2259
Himachal Pradesh,2010,Lung,15-29,Female,7759222,24164,31.59,181.7,123,61,69,1.585,0.786,82445,4975
Kerala,2025,Ovarian,0-14,Male,1610666,149250,9.78,152.9,28,7,16,1.738,0.435,95543,2086
Uttar Pradesh,2015,Leukemia,75+,Female,5492991,120976,35.78,166.3,88,,57,1.602,0.801,476811,85
Maharashtra,2018,Prostate,75+,Male,4424475,4346,44.89,128.9,70,,22,1.582,0.52,348756,1665
Odisha,2024,Ovarian,75+,Female,2523671,88683,6.52,231.6,35,7,20,1.387,0.277,285410,3635
Assam,2013,Colorectal,60-74,Male,7575287,26686,24.23,198.1,142,91,43,1.875,1.201,481922,2651
Andhra Pradesh,2013,Stomach,15-29,Male,3231512,33157,21.42,,59,29,25,,0.897,312582,3554
Karnataka,2025,Colorectal,0-14,Female,6093006,44769,44.9,,110,61,48,1.805,1.001,,666
Karnataka,2016,Liver,75+,Female,2448517,1762,26.91,139,44,17,30,1.797,0.694,245023,2089
Chhattisgarh,2019,Cervical,0-14,Male,7823893,,36.69,71.9,139,78,48,1.777,0.997,133632,797
Jharkhand,2017,Liver,75+,Female,5413271,69937,38.93,,95,60,36,1.755,1.108,73114,1340
Delhi,2015,Cervical,0-14,Male,4466547,,37.28,150.9,93,36,60,2.082,0.806,146722,1290
Bihar,2019,Stomach,75+,Male,6502719,145862,24.21,,120,65,,1.845,1,172967,2165
Haryana,2023,Colorectal,30-44,Male,1803501,23383,22.96,115.5,33,18,15,1.83,0.998,195290,4305
Bihar,2014,Cervical,45-59,Female,6078329,179289,24.72,25.4,96,35,30,,,261231,1817
Assam,2017,Ovarian,0-14,Female,1504615,63076,14.24,40.3,19,9,10,1.263,0.598,37219,2015
Bihar,2023,Oral,45-59,Female,6801746,182867,25.54,241.2,122,29,60,1.794,0.426,27586,
Odisha,2023,Ovarian,30-44,Female,7016751,14757,,207.7,143,83,64,2.038,1.183,252993,2375
Kerala,2013,Breast,75+,Female,4412376,99059,25.53,174,78,20,30,1.768,,148856,637
Madhya Pradesh,2010,Stomach,0-14,Male,1161127,37523,23.57,252.3,17,4,6,1.464,0.344,82767,4446
Assam,2011,Oral,0-14,Male,3859906,97850,9.67,281.7,59,36,21,,0.933,,2045
Madhya Pradesh,2021,Colorectal,60-74,Female,716170,103251,21.61,23.8,16,8,8,2.234,1.117,149968,2825
Gujarat,2025,Colorectal,45-59,Male,3223082,76618,8.08,46,56,30,,1.737,,486508,3535
Madhya Pradesh,2025,Colorectal,15-29,Female,6377730,,,291.5,95,52,61,1.49,,,4299
Himachal Pradesh,2016,Cervical,60-74,Female,7497064,185014,34.87,223.2,122,31,55,,0.413,91526,4450
Karnataka,2016,Breast,75+,Female,640527,147435,23.81,137.6,8,3,3,1.249,0.468,343983,2719
Uttar Pradesh,2023,Oral,15-29,Male,7900573,133127,7.63,149.3,121,,79,1.532,0.443,218967,4800
Maharashtra,2016,Liver,0-14,Male,7575671,44857,6.63,289.9,116,57,62,1.531,0.752,125926,3132
Madhya Pradesh,2014,Ovarian,45-59,Female,1145319,61988,36.31,82.7,26,11,12,2.27,0.96,456585,3873
Odisha,2014,Breast,30-44,Male,4986926,19186,39.28,76.2,77,20,26,1.544,0.401,,316
Maharashtra,2018,Leukemia,0-14,Male,7585938,141732,40.35,214.2,94,30,55,1.239,0.395,141330,
Haryana,2019,Cervical,0-14,Female,7161297,127281,5.92,297.4,137,77,64,1.913,,391702,3128
Haryana,2018,Liver,30-44,Male,990640,193124,29.58,278.8,18,10,8,1.817,1.009,425617,2678
Kerala,2012,Colorectal,30-44,Female,2801308,36955,20.71,22.2,34,7,15,1.214,0.25,224808,181
Odisha,2018,Leukemia,75+,Female,1857101,26834,42.07,143.8,24,13,8,,0.7,481483,2436
Haryana,2010,Liver,60-74,Male,6723717,146300,25.35,288.8,112,69,37,1.666,1.026,48146,1115
Haryana,2013,Liver,45-59,Male,4310814,39736,9.57,109.9,68,20,24,,0.464,,672
Jharkhand,2024,Stomach,60-74,Female,2124785,118264,35.64,186.9,27,13,8,1.271,0.612,399605,4206
Punjab,2015,Breast,45-59,Male,7723226,40924,36.05,,135,41,63,1.748,0.531,180416,664
Maharashtra,2013,Prostate,75+,Male,1896726,111650,23.7,124.6,35,14,19,1.845,0.738,,4207
Tamil Nadu,2015,Stomach,60-74,Male,3469135,173080,30.16,74.3,58,25,,,0.721,198158,4563
Bihar,2020,Oral,0-14,Male,4641727,79879,33,250.8,70,30,43,,0.646,264884,682
Punjab,2010,Cervical,75+,Male,5062345,87451,10.89,246.3,85,45,,1.679,0.889,422936,1567
Uttar Pradesh,2014,Leukemia,45-59,Male,4821793,135645,11.98,35.3,77,42,48,1.597,0.871,43706,4320
Delhi,2021,Stomach,75+,Male,1141584,82302,25,121.8,12,2,7,1.051,0.175,258430,393
Assam,2013,Colorectal,0-14,Female,7333225,150298,6.41,95.6,107,50,34,,0.682,,893
Kerala,2023,Stomach,45-59,Female,6817797,78077,25.98,131.5,112,48,,1.643,0.704,262018,2367
Haryana,2024,Leukemia,30-44,Female,501561,167791,13.03,44.4,10,5,4,1.994,0.997,245433,3214
Kerala,2011,Oral,75+,Male,6848962,68475,13.88,258.7,116,66,66,1.694,0.964,490831,700
Telangana,2024,Cervical,45-59,Female,3417109,97395,39.58,97,56,12,17,1.639,0.351,411563,3011
Haryana,2025,Stomach,0-14,Female,6494784,7925,11.94,247.2,99,53,33,1.524,0.816,281463,4998
Chhattisgarh,2013,Leukemia,30-44,Female,3334767,128567,28.22,69.5,57,28,20,1.709,0.84,113479,1506
Rajasthan,2015,Ovarian,0-14,Male,593000,187136,24.48,26,11,6,5,1.855,1.012,242394,4635
Jharkhand,2016,Colorectal,60-74,Female,1065197,,23.32,99.7,20,10,9,1.878,0.939,,1430
Rajasthan,2018,Lung,45-59,Female,1104628,173761,,192.1,18,11,8,1.63,0.996,155423,4600
Bihar,2011,Cervical,30-44,Male,6309995,172315,44.43,291.8,117,36,60,1.854,0.571,236597,
Himachal Pradesh,2010,Prostate,60-74,Male,6481012,157595,11.05,,111,70,,1.713,1.08,441487,3029
Gujarat,2024,Stomach,75+,Female,6898361,116443,43.46,25.2,121,30,,1.754,0.435,411589,
Telangana,2017,Ovarian,45-59,Male,7111580,170493,35.73,132.9,128,50,60,1.8,0.703,333945,285
Maharashtra,2013,Oral,30-44,Female,2442875,193737,13.02,171.5,47,13,14,,0.532,335214,
Chhattisgarh,2014,Cervical,60-74,Male,4719310,189041,23.35,287.2,77,32,,1.632,0.678,244750,2214
Assam,2012,Lung,75+,Female,4564047,59572,,,75,38,30,1.643,0.833,406821,
Haryana,2015,Leukemia,75+,Female,6265882,,37.58,172.2,98,50,35,1.564,0.798,,1511
Punjab,2022,Liver,60-74,Male,6553493,15958,31.92,262.6,110,27,48,1.678,0.412,75887,4693
Himachal Pradesh,2025,Stomach,0-14,Male,6646956,,33.14,28.7,104,29,37,1.565,0.436,472284,654
Punjab,2018,Colorectal,30-44,Female,7752674,,32.21,52,113,68,72,1.458,0.877,91712,3969
Uttar Pradesh,2019,Breast,60-74,Male,3337040,45971,37.49,285.1,60,27,30,1.798,0.809,160127,2551
Himachal Pradesh,2018,Stomach,30-44,Female,663952,125400,40.15,57,12,3,7,1.807,0.452,321466,4272
Andhra Pradesh,2013,Leukemia,75+,Male,5541171,16859,7.58,,94,,31,1.696,0.632,278153,1260
Karnataka,2020,Breast,30-44,Male,3900653,,,122.2,70,32,40,1.795,0.82,187003,4756
Andhra Pradesh,2013,Oral,45-59,Female,4688798,,8.29,178.9,76,20,43,1.621,0.427,448051,121
Tamil Nadu,2014,Liver,45-59,Female,5240774,59818,7.48,296.3,84,19,41,,0.363,327063,2261
Delhi,2015,Oral,45-59,Female,6975053,33926,16.4,94.7,134,57,91,,0.817,316070,1853
Chhattisgarh,2018,Cervical,15-29,Female,7036644,134417,17.69,65.2,102,31,43,1.45,0.441,272562,1934
Jharkhand,2022,Breast,60-74,Male,3681644,6356,23.76,45.5,59,37,39,1.603,,466502,
Gujarat,2023,Prostate,45-59,Female,1290170,57414,11.06,49.6,21,6,14,1.628,,285527,2619
Chhattisgarh,2019,Cervical,30-44,Male,6954137,,41.24,62.5,122,58,65,1.754,,241668,1290
Andhra Pradesh,2010,Prostate,60-74,Female,797046,111900,,274.7,14,6,9,1.756,0.753,430082,3493
Andhra Pradesh,2023,Cervical,15-29,Female,3268828,32703,38.5,111.1,59,19,31,1.805,0.581,,3373
Gujarat,2014,Leukemia,45-59,Male,2723620,61795,41.86,121.1,40,21,23,1.469,0.771,165160,3212
Odisha,2021,Lung,45-59,Male,5105412,102392,35.27,119.6,103,52,53,2.017,1.019,88814,763
Madhya Pradesh,2017,Oral,75+,Female,3202628,145930,34.71,111,50,13,25,1.561,,,1057
Haryana,2022,Breast,45-59,Male,7734732,138047,,,128,55,79,1.655,0.711,,3786
Tamil Nadu,2023,Lung,30-44,Male,2874390,135126,29.87,57.9,51,24,,1.774,0.835,393982,805
Kerala,2010,Colorectal,15-29,Female,1354199,80311,20.51,30.3,21,10,12,1.551,0.738,88644,2168
Rajasthan,2017,Cervical,45-59,Male,6124709,67631,,158.9,92,44,29,1.502,0.718,,1715
West Bengal,2017,Cervical,60-74,Male,1661935,53964,37.54,,19,6,7,1.143,0.361,342929,
Kerala,2012,Lung,75+,Male,6848938,46386,31.1,296.2,139,39,49,2.03,,498446,1939
Himachal Pradesh,2018,Breast,45-59,Male,7004963,158860,28.94,,138,47,67,1.97,0.671,234614,2761
Bihar,2014,Stomach,0-14,Female,3350546,20826,29.88,274.7,66,18,25,1.97,0.537,48107,4814
Karnataka,2024,Colorectal,75+,Male,1558179,,30.55,139.7,23,8,7,1.476,0.513,196087,2727
Odisha,2021,Leukemia,0-14,Male,1221981,79898,19.29,295.4,21,13,12,1.719,1.064,70848,239
Uttar Pradesh,2020,Oral,30-44,Female,1595550,64688,6.38,241.6,23,,16,1.442,0.689,75396,3207
Uttar Pradesh,2014,Stomach,75+,Male,6437715,192371,27.63,168.2,108,45,50,1.678,0.699,454022,1507
Rajasthan,2011,Stomach,75+,Male,1083653,179335,23.74,146.9,19,,8,1.753,,145185,4452
Karnataka,2019,Liver,30-44,Female,5506095,,9.56,300,102,24,,1.852,0.436,315498,3089
Himachal Pradesh,2020,Cervical,45-59,Male,7208188,121859,14.44,220.8,125,56,68,1.734,0.777,216495,854
Chhattisgarh,2013,Liver,15-29,Male,6889028,122347,28.2,31.6,127,38,66,1.844,,361969,4293
West Bengal,2021,Colorectal,30-44,Male,2974890,145587,29.16,167.7,47,26,,,0.874,197974,553
Jharkhand,2012,Cervical,75+,Female,1222245,146883,11.44,68.3,19,5,7,1.555,0.409,77389,4049
Assam,2022,Stomach,75+,Male,827869,16914,29.91,183.6,10,2,4,1.208,0.242,380955,2964
Haryana,2012,Oral,75+,Female,4509684,160579,34.1,280.3,74,,23,1.641,0.776,418681,3080
Rajasthan,2012,Leukemia,45-59,Male,6408147,73700,,55.9,122,62,54,1.904,0.968,268962,2455
Uttar Pradesh,2016,Lung,15-29,Male,6171548,27266,36.44,65.7,86,35,49,1.393,0.567,258560,
Maharashtra,2021,Oral,60-74,Female,4407118,192877,14.89,144.4,86,46,43,1.951,1.044,343974,3462
Chhattisgarh,2022,Cervical,60-74,Female,4749791,110375,38.96,185.5,69,,42,1.453,0.842,258287,4243
Bihar,2021,Breast,75+,Male,1280715,99245,43.35,281.9,24,15,,,1.171,309088,3944
Maharashtra,2015,Lung,15-29,Male,2612805,180729,15.96,273.7,34,9,,1.301,0.344,338485,3282
Odisha,2022,Ovarian,45-59,Female,5478787,147943,13.89,98.1,88,44,36,1.606,,214677,857
Gujarat,2011,Breast,45-59,Female,3457217,6965,31.71,,75,33,40,2.169,0.955,259559,3593
Himachal Pradesh,2012,Stomach,0-14,Male,1826017,163728,35.23,201.1,32,8,,1.752,0.438,281227,3849
Haryana,2018,Breast,60-74,Female,1246874,50087,29.99,32.4,19,4,,1.524,0.321,274893,3282
Jharkhand,2024,Cervical,45-59,Male,7304584,12480,15.83,156.2,143,51,83,1.958,,,1809
Bihar,2023,Prostate,75+,Female,7617891,150812,23.47,220.1,139,38,50,1.825,0.499,200758,2205
Gujarat,2025,Ovarian,30-44,Female,1146142,2700,25.72,89.6,21,8,12,1.832,0.698,,3167
Assam,2019,Cervical,30-44,Male,6613218,121473,22.77,195.2,119,58,72,,,493867,135
Odisha,2025,Ovarian,15-29,Male,6069609,95279,5.92,238.8,93,46,,1.532,0.758,401679,
Kerala,2012,Colorectal,0-14,Female,7662729,119582,37.34,281.9,128,71,,1.67,0.927,32569,3492
Odisha,2019,Breast,75+,Female,1703578,64566,11.65,200.9,27,7,18,1.585,0.411,324250,2454
Haryana,2017,Prostate,45-59,Female,3342391,22005,21.09,253.2,58,34,35,1.735,1.017,40540,130
Assam,2015,Colorectal,15-29,Female,5260205,132905,,110.8,87,43,38,1.654,0.817,209934,
Himachal Pradesh,2025,Breast,75+,Male,817440,,12.99,21.1,15,,8,1.835,0.979,,886
Himachal Pradesh,2025,Lung,15-29,Female,3337612,66674,,219.2,59,29,28,1.768,,255957,1245
Assam,2011,Colorectal,30-44,Female,6305713,182084,35.55,273.2,103,31,46,1.633,0.492,203179,4772
Gujarat,2020,Stomach,60-74,Female,7115447,35517,21.9,278,115,34,79,1.616,0.478,290731,1679
Rajasthan,2022,Breast,45-59,Male,1181494,,24.08,110.6,21,7,8,1.777,0.592,219788,1254
Karnataka,2017,Cervical,45-59,Male,1862384,152111,,283.5,28,9,12,1.503,,329595,1309
Karnataka,2021,Stomach,30-44,Female,1726794,122305,18.88,52.8,32,9,18,1.853,0.521,447182,
Assam,2017,Prostate,30-44,Male,692269,29153,,149.1,14,7,7,2.022,1.011,306251,
Kerala,2015,Leukemia,15-29,Male,3892964,,33.09,112.4,73,30,49,1.875,0.771,72431,2297
Punjab,2024,Liver,0-14,Female,1035616,123009,40.45,,21,4,6,2.028,0.386,289176,2196
Karnataka,2022,Breast,75+,Male,2224668,186498,30.49,241.9,36,18,22,1.618,0.809,378856,4658
Bihar,2019,Lung,0-14,Male,3307987,115137,19.96,,55,31,38,1.663,0.937,377302,3540
Madhya Pradesh,2012,Colorectal,75+,Female,5161562,52675,7.44,287.4,82,20,47,,0.387,423150,3881
Gujarat,2021,Cervical,30-44,Male,2930516,106957,,228.6,52,32,,1.774,1.092,247070,2212
Rajasthan,2015,Ovarian,15-29,Male,3707032,149510,26.14,67.1,65,15,24,1.753,0.405,455028,3549
Punjab,2023,Ovarian,45-59,Female,1961378,40697,41.97,166.7,39,16,20,1.988,0.816,280084,3628
Uttar Pradesh,2016,Ovarian,30-44,Male,4947856,57298,28.3,29,79,50,32,1.597,1.011,162112,1423
Jharkhand,2020,Liver,45-59,Male,4422777,49312,37.21,216.8,61,26,24,1.379,0.588,,
Punjab,2017,Cervical,60-74,Female,7696931,129550,11.34,295.5,123,56,57,1.598,0.728,385340,3010
Tamil Nadu,2025,Liver,0-14,Female,2144910,102134,31.07,150,27,7,9,1.259,0.326,364429,516
Punjab,2023,Breast,15-29,Male,6109944,159033,21.64,,116,38,40,1.899,0.622,423843,939
Odisha,2024,Ovarian,15-29,Female,6310004,63575,7.9,190.6,106,67,74,1.68,1.062,393133,646
Haryana,2013,Cervical,45-59,Female,2820718,191237,40.22,78.3,45,17,14,1.595,0.603,179622,3790
Karnataka,2016,Ovarian,60-74,Female,4937447,26017,5.12,106.1,71,39,42,1.438,0.79,348495,4323
Bihar,2011,Leukemia,60-74,Female,6058889,73412,30.21,269,121,55,47,1.997,,167650,3286
Himachal Pradesh,2010,Prostate,15-29,Male,3995355,158460,33.21,80.4,91,32,38,2.278,0.801,229106,433
Chhattisgarh,2019,Ovarian,60-74,Male,562732,51786,21.19,43.8,10,4,4,1.777,0.711,112295,4174
Madhya Pradesh,2025,Lung,30-44,Male,2993258,93557,29.75,185.6,51,,34,1.704,0.468,57903,1835
Telangana,2011,Liver,75+,Female,3533560,189943,6.54,292.3,42,,24,1.189,0.708,138336,4717
Telangana,2012,Ovarian,30-44,Male,6123342,103126,34.34,,114,33,45,1.862,0.539,137450,4374
Chhattisgarh,2012,Liver,60-74,Female,7714709,12251,6.65,91.5,112,,42,1.452,0.648,,2021
Rajasthan,2024,Leukemia,0-14,Male,2354308,180507,27.44,57.6,47,10,23,1.996,0.425,169273,3172
Telangana,2020,Colorectal,45-59,Male,5280048,79579,26.48,58.4,89,35,30,1.686,0.663,25654,2988
Maharashtra,2019,Lung,60-74,Male,4734002,171162,44.91,169.6,74,32,28,1.563,0.676,341108,3760
Chhattisgarh,2011,Lung,75+,Male,1953121,156995,17.86,85.5,29,7,16,1.485,0.358,,3387
Kerala,2025,Cervical,0-14,Male,4815204,114982,21.8,260.7,75,25,30,1.558,0.519,183713,3238
Andhra Pradesh,2013,Ovarian,60-74,Female,1047342,6416,38.67,189.8,11,2,3,,0.191,,4385
Telangana,2016,Liver,75+,Male,7000587,173677,27.18,218.9,116,39,44,,0.557,481501,226
Assam,2013,Liver,15-29,Female,4809172,,7.92,250.2,83,32,30,1.726,0.665,324905,1766
Maharashtra,2014,Prostate,75+,Female,3663169,174444,35.35,156.1,59,31,31,1.611,0.846,384445,204
Chhattisgarh,2024,Ovarian,30-44,Male,5378706,196244,23.29,106.7,95,52,32,1.766,0.967,,4192
Andhra Pradesh,2021,Liver,45-59,Male,2554075,,18.62,,42,20,23,1.644,,,3701
Punjab,2011,Leukemia,75+,Female,5583860,163022,6.84,242.6,99,35,49,1.773,0.627,219494,3660
Rajasthan,2010,Liver,0-14,Female,2731789,101470,27.31,,34,12,10,,0.439,139888,1789
Rajasthan,2020,Prostate,15-29,Male,5702476,98897,32.71,54.6,119,59,71,2.087,1.035,472128,3998
Assam,2024,Colorectal,45-59,Male,7855887,132544,9.41,77.6,128,65,39,1.629,0.827,342430,1779
Chhattisgarh,2014,Colorectal,30-44,Female,5545913,151815,7.83,160.3,94,23,57,1.695,,126386,3836
Himachal Pradesh,2020,Breast,60-74,Male,3472426,118884,28.54,95,62,16,19,1.785,0.461,170416,3824
Karnataka,2022,Colorectal,60-74,Male,6518158,100412,22.19,158.3,110,44,71,1.688,0.675,,1117
Chhattisgarh,2019,Breast,30-44,Female,4006294,132918,43.2,62.5,81,,32,,0.949,31398,3493
Assam,2013,Prostate,0-14,Female,1374377,183523,18.35,113.7,17,10,7,1.237,0.728,,655
Delhi,2023,Colorectal,75+,Female,5608117,56551,,221,75,16,23,1.337,0.285,198124,3376
Delhi,2014,Stomach,45-59,Male,711302,156185,7.43,67.1,12,6,5,1.687,0.844,146970,
Telangana,2024,Leukemia,0-14,Female,6111376,71583,44.57,92.8,106,23,58,1.734,0.376,482480,2674
West Bengal,2023,Breast,60-74,Male,5026820,191683,32.52,276.1,77,40,,1.532,0.796,146957,
Bihar,2012,Colorectal,30-44,Male,677831,196089,,264.1,12,,6,1.77,,166105,3235
West Bengal,2015,Liver,0-14,Male,4169923,64374,39.8,289.3,72,21,47,1.727,0.504,234290,1196
Punjab,2014,Colorectal,60-74,Female,6653464,17958,36.81,67.3,96,36,,1.443,0.541,203582,1139
Andhra Pradesh,2025,Leukemia,30-44,Male,5753428,87710,36.68,22.9,105,66,34,1.825,1.147,381541,4082
Bihar,2011,Stomach,75+,Female,7698002,,20.28,115.9,143,48,44,1.858,,212775,4918
Punjab,2014,Colorectal,75+,Female,3044656,188443,21.67,223.5,60,24,21,1.971,0.788,126125,
Jharkhand,2016,Colorectal,15-29,Female,4184802,171684,9.49,209.2,77,20,27,1.84,0.478,20269,3595
Himachal Pradesh,2025,Ovarian,60-74,Female,2918856,161132,37.06,137.1,50,20,19,1.713,0.685,383962,2132
Assam,2019,Breast,75+,Male,6116283,78026,12.92,33.3,103,,65,1.684,1.014,169592,4234
Telangana,2016,Liver,30-44,Male,4898568,49600,6.72,98.6,81,44,,,0.898,310508,4682
Maharashtra,2011,Ovarian,15-29,Female,4150932,,13.08,195.4,72,37,33,1.735,0.891,443892,2449
Andhra Pradesh,2020,Stomach,15-29,Female,2598705,36356,37.12,29,52,24,25,2.001,0.924,272299,1870
Uttar Pradesh,2016,Lung,15-29,Male,7469777,128597,15.31,,118,30,55,1.58,0.402,230080,2101
Odisha,2010,Cervical,30-44,Male,4964281,61927,32.66,198.6,85,35,37,1.712,0.705,333377,1421
Jharkhand,2013,Ovarian,0-14,Male,3841255,54240,44.11,27.1,62,38,28,1.614,0.989,374373,657
Jharkhand,2018,Oral,75+,Male,3750938,81476,27.15,240.1,69,19,26,1.84,0.507,446611,2776
Gujarat,2025,Lung,75+,Male,3953224,181044,31.63,217.6,69,22,29,1.745,,416448,1530
Himachal Pradesh,2018,Breast,15-29,Male,2671611,22112,37.12,,50,17,28,1.872,,340363,1682
Madhya Pradesh,2019,Oral,60-74,Male,5658287,51791,20.13,146.6,100,29,55,1.767,0.513,139464,4979
Madhya Pradesh,2018,Oral,0-14,Female,6227228,37740,6.57,221,101,54,,1.622,0.867,245677,1258
Maharashtra,2018,Prostate,30-44,Male,3715579,46106,43.65,109,68,31,46,,0.834,140008,4960
Maharashtra,2022,Colorectal,75+,Female,7775309,55618,23.55,,131,65,56,1.685,0.836,81779,2525
Telangana,2012,Leukemia,75+,Female,7088006,101145,,199.1,120,,36,1.693,0.847,61088,4953
Punjab,2017,Colorectal,45-59,Female,4784907,,44.95,107.2,83,35,41,1.735,0.731,322858,2672
Kerala,2013,Lung,45-59,Male,2305219,,43.59,217.1,37,23,24,1.605,0.998,450610,437
Maharashtra,2019,Prostate,45-59,Female,1128706,66571,17.15,,23,10,14,,0.886,75613,1924
West Bengal,2023,Oral,30-44,Female,4473642,160292,20.56,184.4,71,34,32,1.587,0.76,106941,2329
Haryana,2014,Breast,60-74,Female,7112757,91962,39.18,191.4,124,48,44,1.743,,211915,4697
Rajasthan,2023,Lung,0-14,Male,1044617,31973,42.6,280.8,15,6,9,1.436,0.574,489933,2334
